city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Ірпінь,,вул. Ярославська(Паризької Комуни),73 000 $,1 080 $,67.6 м²,5,9,3,,
Вишневе,,"вул. Машинобудівників, 31",53 500 $,1 338 $,39.9 м²,10,10,1,,
Одеса,Приморський,"вул. Каманіна, 16А/6",52 000 $,1 333 $,39 м²,12,25,1,,ЖК Сорок п'ята перлина
Одеса,Приморський,"вул. Каманіна, 16А/6",52 000 $,1 333 $,39 м²,12,25,1,,ЖК Сорок п'ята перлина
Петриків (Тернопіль),,вул. Підгородня,50 570 $,650 $,77.8 м²,1,9,2,,
Тернопіль,Дружба,вул. Львівська,54 000 $,828 $,65.2 м²,2,10,2,,
Ірпінь,,"вул. Університетська(Карла Маркса), 3/14",65 938 $,30 000 грн,91.2 м²,16,17,3,,ЖК City Park 2
Одеса,Приморський,"вул. Канатна, 35",63 000 $,1 465 $,43 м²,8,24,1,,ЖК Мандарин
Дніпро,Новокодацький,"вул. Криворізька, 70",25 000 $,397 $,64 м²,4,5,4,,
Петриків (Тернопіль),,вул. Підгородня,59 160 $,680 $,87 м²,7,9,3,,
Київ,Печерський,"вул. Різницька, 8",105 000 $,1 615 $,65 м²,2,9,2,Кловська,
Львів,Шевченківський,вул. Малоголосківська,130 000 $,1 508 $,86.2 м²,6,9,3,,
Київ,Подільський,"вул. Щекавицька, 7/10",180 000 $,1 000 $,179.2 м²,5,6,2,Контрактова площа,
Ірпінь,,"вул. Соборна, 2К/13",31 500 $,788 $,40 м²,4,5,1,,ЖК Молодість
Ірпінь,,"вул. Соборна, 2К/1",31 000 $,1 033 $,30 м²,3,5,1,,ЖК Молодість
Вінниця,Ленінський,"вул. Миколаївська, 29",70 000 $,1 552 $,45.1 м²,5,8,2,,
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 15",890 000 $,4 588 $,194 м²,24,30,5,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Івано-Франківськ,Центр,"вул. Стрільців Січових, 76В",137 000 $,1 489 $,92 м²,10,11,3,,
Вінниця,Замостянський,"вул. Саксаганського, 15",66 000 $,1 142 $,57.8 м²,3,9,3,,
Вінниця,Ленінський,"вул. Праведників світу(Максимовича), 21Г корпус 1",86 000 $,1 898 $,45.3 м²,5,10,1,,ЖК Forest Home
Ірпінь,,"вул. Університетська(Карла Маркса), 2Ф/1",87 000 $,1 263 $,68.9 м²,9,10,2,,ЖК Карат
Ірпінь,,"вул. Соборна, 12",32 000 $,1 067 $,30 м²,3,5,1,,ЖК Молодість
Ірпінь,,"вул. Лисенка(Надсонова), 21",23 450 $,700 $,33.5 м²,4,6,1,,ЖК GL Club
Київ,Подільський,"вул. Введенська, 5",250 000 $,1 748 $,143.2 м²,3,5,4,Контрактова площа,
Ірпінь,,"вул. Університетська(Карла Маркса), 3/14",63 238 $,32 000 грн,82 м²,16,17,2,,ЖК City Park 2
Ірпінь,,"вул. Соборна, 2К",54 000 $,900 $,60 м²,6,10,2,,ЖК Олімп
Дніпро,Шевченківський,"просп. Поля Олександра, 74",62 000 $,1 216 $,51 м²,3,3,3,,
Ірпінь,Романівка,"вул. Соборна, 2К/2",31 415 $,1 030 $,30.5 м²,2,5,1,,ЖК Молодість
Київ,Голосіївський,"Столичне шосе, 2",125 000 $,1 603 $,78 м²,6,25,3,,ЖК Svitlo Park
Крижанівка (Одеса),,вул. Марсельська,42 000 $,664 $,63.3 м²,5,9,2,,
Київ,,"вул. Лейпцизька, 2/37",130 000 $,2 281 $,56.8 м²,2,5,2,,
Ірпінь,,"вул. Соборна, 2К",54 000 $,900 $,60 м²,2,10,2,,ЖК Олімп
Черкаси,Соснівський,"вул. Байди-Вишневецького, 97",38 500 $,697 $,55.2 м²,6,15,1,,
Одеса,Київський,вул. Костанді,65 000 $,1 300 $,50 м²,9,14,1,,ЖК Вернісаж
Житомир,Богунський,вул. Хлібна,185 000 $,1 600 $,115.6 м²,6,10,3,,ЖК Олімп
Львів,,вул. Євгена Патона,73 500 $,1 413 $,51.8 м²,5,9,2,,
Київ,Оболонський,"просп. Володимира Івасюка, 2Г корпус 1",145 000 $,1 933 $,75 м²,12,24,2,Почайна(Петрівка),ЖК Оболонський бриз
Київ,Святошинський,"вул. Генерала Наумова, 1Б",83 000 $,1 339 $,62.2 м²,15,27,2,,ЖК 4U
Ірпінь,,"вул. Соборна, 2К/14",31 500 $,829 $,38 м²,4,5,1,,ЖК Молодість
Ірпінь,,"вул. Соборна, 2К/1",31 415 $,1 030 $,30.5 м²,2,5,1,,ЖК Молодість
Ірпінь,,"вул. Соборна, 2К/16",31 500 $,829 $,38 м²,4,5,1,,
Одеса,Пересипський,вул. Палія Семена,60 000 $,802 $,74.8 м²,6,10,2,,
Ірпінь,,"вул. Соборна, 2К/1",31 000 $,1 033 $,30 м²,2,5,1,,ЖК Молодість
Ірпінь,,"вул. Соборна, 2К/1",31 000 $,1 033 $,30 м²,2,5,1,,ЖК Молодість
Рівне,Північний,вул. Слава Переможцям,60 000 $,1 364 $,44 м²,4,4,1,,ЖК Стайл Хаус
Одеса,Приморський,"вул. Карантинна, 22",89 990 $,1 500 $,60.4 м²,5,8,1,,
Тернопіль,Бам,вул. Іллєнка,50 008 $,1 111 $,45 м²,9,10,1,,ЖК по вул. Головацького
Бровари,,"вул. Шевченка Тараса, 10А",75 000 $,1 172 $,64.3 м²,10,16,2,,
Київ,Печерський,"вул. Коновальця Євгена, 44А",134 000 $,2 572 $,52 м²,19,27,1,Печерська,ЖК Панорама на Печерську
Івано-Франківськ,Вокзал,вул. Романа Купчинського,65 000 $,838 $,77.6 м²,5,6,2,,
Ірпінь,,вул. Котляревського,52 000 $,1 440 $,36.1 м²,6,9,1,,ЖК Котляревського
Харків,Слобідський,"вул. Добровольців(Молодої Гвардії), 4",33 000 $,943 $,18.4 м²,5,5,1,Спортивна,ЖК Happy House
Київ,Дарницький,"просп. Миколи Бажана, 17Б",64 500 $,2 016 $,32.2 м²,3,28,1,Бориспільська,ЖК Olympiс Park
Одеса,Київський,пров. Травневий,120 000 $,1 600 $,75 м²,3,4,2,,
Дніпро,Індустріальний,"просп. Слобожанський, 104",40 000 $,645 $,62.6 м²,9,9,3,,
Ірпінь,,"вул. Лисенка(Надсонова), 21",29 800 $,851 $,35 м²,3,6,1,,ЖК GL Club
Ірпінь,,"вул. Лисенка(Надсонова), 21",26 250 $,700 $,37.5 м²,4,6,1,,ЖК GL Club
Ірпінь,,"вул. Соборна, 2К/1",28 000 $,933 $,30 м²,2,5,1,,ЖК Молодість
Київ,Голосіївський,"вул. Деміївська, 13",265 000 $,2 120 $,125.1 м²,5,16,3,Деміївська,ЖК Soho Residence
Одеса,Київський,"вул. Будівельна, 50Ґ",55 000 $,846 $,65 м²,2,7,2,,ЖК Розенталь
Ірпінь,,"вул. Лисенка(Надсонова), 21",52 300 $,824 $,63.5 м²,4,6,3,,ЖК GL Club
Одеса,Київський,"вул. Люстдорфська дорога, 100Г",30 000 $,667 $,45 м²,1,12,2,,ЖК Континент
Дніпро,Новокодацький,"вул. Новоорловська, 8",42 000 $,588 $,71.4 м²,3,3,3,,
Ірпінь,,"вул. Лисенка(Надсонова), 19",33 575 $,850 $,39.5 м²,3,6,1,,
Миколаїв,Центральний,вул. Адміральська,20 000 $,571 $,35 м²,1,2,2,,
Київ,Дарницький,"вул. Софії Русової, 7А",79 000 $,1 197 $,66.7 м²,21,25,2,Осокорки,ЖК Патріотика
Ірпінь,,"вул. Лисенка(Надсонова), 21",32 370 $,813 $,39.8 м²,4,6,1,,ЖК GL Club
Київ,Деснянський,"вул. Космонавта Поповича(Космонавта Волкова), 26",29 000 $,1 208 $,23.8 м²,5,9,1,Лісова,
Бровари,Пекарня,"вул. Анатолія Луценко, 10",55 500 $,1 297 $,42.8 м²,2,9,1,,ЖК Scandia
Хмельницький,Центр,"Старокостянтинівське шосе, 26/2",67 000 $,859 $,78 м²,2,14,2,,
Київ,Дніпровський,"вул. Вінстона Черчилля(Червоноткацька), 14",41 000 $,979 $,41.9 м²,4,5,2,Дарниця,
Тернопіль,Центр,вул. Острозького Князя,40 000 $,714 $,56 м²,2,5,2,,
Одеса,Приморський,"вул. Відрадна, 15",120 000 $,1 744 $,68.8 м²,10,10,1,,ЖК Ясна поляна 2
Миколаїв,Центральний,"вул. Мостобудівників, 18",45 000 $,726 $,62 м²,4,12,2,,ЖК Грандбуд
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 19А",510 000 $,2 757 $,185 м²,18,22,4,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Київ,Печерський,"вул. Андрія Верхогляда(Драгомирова), 3",350 000 $,4 070 $,86 м²,3,18,2,Звіринецька(Дружби народів),ЖК Новопечерські Липки
Львів,Личаківський,вул. Мучна,79 041 $,79 029 грн,41.5 м²,3,3,1,,
Київ,Шевченківський,"вул. Рейтарська, 35",133 000 $,2 375 $,56 м²,2,4,2,Золоті ворота,
Тернопіль,Бам,вул. Галицька,42 200 $,844 $,50 м²,5,5,2,,
Хмельницький,Заріччя,"вул. Нижня Берегова, 3Е",39 450 $,986 $,40.7 м²,1,10,1,,
Київ,Шевченківський,"вул. Стрілецька, 7/6",250 000 $,3 378 $,74 м²,3,6,3,Золоті ворота,
Київ,Солом'янський,"вул. Клінічна, 23-25",138 000 $,1 169 $,118 м²,2,24,3,Олімпійська,
Одеса,Приморський,пров. Педагогічний,135 000 $,1 227 $,102.6 м²,1,6,2,,
Київ,Шевченківський,"вул. Салютна, 2 корпус 1",240 000 $,1 846 $,130 м²,6,16,4,Нивки,ЖК Файна Таун
Івано-Франківськ,Центр,"вул. Левицького Романа, 10",72 900 $,935 $,78 м²,8,11,3,,ЖК Manhattan Up
Київ,Дарницький,"вул. Юрія Литвинського(Російська), 64",52 990 $,1 154 $,45.9 м²,3,19,1,Бориспільська,
Київ,Оболонський,"вул. Сім'ї Кульженків, 35",73 950 $,1 681 $,44 м²,12,25,1,Мінська,ЖК Яскравий
Крихівці (Івано-Франківськ),,"вул. Приозерна, 38",64 500 $,1 536 $,41.7 м²,6,10,1,,ЖК Millennium
Ірпінь,,вул. Лисенка(Надсонова),31 450 $,850 $,37 м²,3,6,1,,ЖК GL Club
Стрий,Центр,"вул. Ольги Бачинської, 4А",44 999 $,918 $,47.5 м²,2,5,2,,
Бровари,,"вул. Незалежності, 21",35 000 $,673 $,52 м²,3,9,2,,
Ірпінь,,"вул. Соборна, 2К/16",43 500 $,763 $,57 м²,4,5,2,,ЖК Молодість
Київ,Солом'янський,"вул. Митрополита Василя Липківського(Урицького), 15",89 800 $,1 247 $,72 м²,8,9,3,Вокзальна,
Київ,Голосіївський,"Столичне шосе, 3А",106 000 $,1 514 $,70 м²,6,26,3,Видубичі,ЖК Svitlo Park
Київ,Оболонський,"Героев Сталинграда просп./Володимира Івасюка просп, 2Д",103 000 $,2 191 $,47 м²,7,25,2,Оболонь,
Київ,,"Столичне шосе, 2А",106 000 $,1 514 $,70 м²,6,25,3,,ЖК Svitlo Park
Ірпінь,,"вул. Лисенка(Надсонова), 21",30 710 $,830 $,37 м²,4,6,1,,ЖК GL Club
Дніпро,Шевченківський,просп. Яворницького Дмитра,165 000 $,1 557 $,106 м²,6,14,3,,
Дніпро,Новокодацький,вул. Кондратюка Юрія,48 000 $,606 $,79.15 м²,3,9,4,Покровська,
Біла Церква,Гайок,вул. Гайок,45 000 $,998 $,44.3 м²,5,5,2,,
Чернігів,Деснянський,"вул. Академіка Павлова, 19",25 000 $,610 $,41 м²,4,9,1,,
Ірпінь,,вул. Лисенка(Надсонова),54 000 $,850 $,63.5 м²,3,6,3,,ЖК GL Club
Фастів,,"вул. Соборна, 66",58 000 $,624 $,87.5 м²,8,9,4,,
Фастів,,"вул. Соборна, 66",58 000 $,624 $,87.5 м²,8,9,4,,
Ірпінь,,"вул. Григорія Сковороди, 11/2",72 000 $,1 440 $,50 м²,2,10,2,,ЖК Синергія-3
Київ,,"вул. Предславинська, 42",180 000 $,4 369 $,41.2 м²,16,24,1,,
Надвірна,,вул. Черемшини,33 999 $,791 $,43 м²,5,5,2,,
Київ,Печерський,"вул. Саперне Поле, 5",280 000 $,2 545 $,109.7 м²,14,15,2,Палац Україна,ЖК Бульвар фонтанів
Запоріжжя,Хортицький,Хортицьке шосе шосе,25 990 $,500 $,52 м²,10,10,2,,
Чернівці,,"вул. Полєтаєва Федора, 14",51 000 $,850 $,60 м²,5,5,2,,
Чернігів,Деснянський,вул. Академіка Павлова,26 000 $,667 $,39 м²,4,9,1,,
Ірпінь,,"вул. Лисенка(Надсонова), 21",29 050 $,830 $,35 м²,4,6,1,,ЖК GL Club
Київ,Солом'янський,"вул. Василя Чумака, 13",79 000 $,1 234 $,64 м²,3,5,3,,
Тернопіль,Дружба,вул. Тролейбусна,47 500 $,586 $,81 м²,10,10,3,,
Київ,Дарницький,"вул. Зарічна, 4",83 000 $,2 024 $,41 м²,11,33,1,Славутич,
Київ,Оболонський,"вул. Сім'ї Кульженків, 37",135 000 $,1 607 $,83.1 м²,22,25,3,Героїв Дніпра,ЖК Яскравий
Київ,Шевченківський,"вул. Коперника, 27",59 000 $,1 311 $,45 м²,2,5,2,Лук'янівська,
Хмельницький,Центр,"вул. Сковороди Григорія, 46",24 500 $,845 $,29 м²,4,9,1,,
Львів,Залізничний,вул. Яворницького Дмитра,69 900 $,1 626 $,43.5 м²,2,5,2,,
Миколаїв,Центральний,вул. Благовісного(Нікольська),38 000 $,603 $,63 м²,2,4,2,,
Київ,Деснянський,"вул. Миколи Закревського, 13А",53 000 $,1 019 $,52 м²,4,18,2,Дарниця,
Вінницькі Хутори,,"Немирівське шосе, 94/19",59 000 $,1 229 $,48 м²,9,10,1,,
Харків,Холодногірський,"вул. Полтавський Шлях, 184А корпус 2",19 500 $,476 $,41 м²,3,9,1,Холодна гора,ЖК Казка
Київ,Дніпровський,"вул. Регенераторна, 4",215 000 $,2 337 $,92 м²,9,9,2,,ЖК Комфорт Таун
Кривий Ріг,Саксаганський,"вул. Володимира Великого(Мелешкіна), 29В",88 000 $,1 073 $,82.4 м²,4,12,2,,
Київ,Дарницький,"вул. Чавдар Єлизавети, 1",130 000 $,1 566 $,83 м²,15,24,2,Осокорки,
Київ,Дарницький,"просп. Миколи Бажана, 12",87 000 $,1 225 $,71 м²,9,20,2,Осокорки,
Харків,Холодногірський,"вул. Полтавський Шлях, 184А корпус 3",18 000 $,383 $,47 м²,1,9,1,Холодна гора,ЖК Казка
Одеса,Пересипський,вул. Чорноморського козацтва,8 000 $,667 $,11.6 м²,1,3,1,,
Київ,Голосіївський,"Столичне шосе, 1",130 000 $,1 121 $,114.9 м²,25,26,3,Видубичі,ЖК Svitlo Park
Черкаси,Придніпровський,"вул. Припортова, 46",59 000 $,937 $,56.5 м²,5,9,2,,
Запоріжжя,Вознесенівський (Орджонікідзевський),"вул. Якова Новицького, 6",21 000 $,469 $,44.74 м²,5,5,2,,
Одеса,Хаджибейський,"вул. Профспілкова, 9А",65 000 $,1 083 $,60 м²,11,11,2,,ЖК Акварель 4
Одеса,Приморський,бул. Французький,76 000 $,1 297 $,58.6 м²,1,2,2,,
Южне,,"вул. Т.Шевченка, 12",40 000 $,862 $,46.4 м²,4,8,1,,ЖК Kokos Avenue
Тернопіль,Центр,вул. Острозького Князя,27 000 $,391 $,69 м²,3,4,3,,
Хмельницький,Виставка,"Старокостянтинівське шосе, 20/7",42 990 $,642 $,67 м²,3,10,2,,ЖК Олімпійський - 5
Харків,Холодногірський,"вул. Полтавський Шлях, 184 корпус 9",23 000 $,474 $,48.5 м²,6,9,1,Холодна гора,ЖК Казка
Івано-Франківськ,Каскад,"вул. Хмельницького Богдана, 94",55 637 $,32 980 грн,70 м²,3,13,3,,ЖК U One
Київ,Дарницький,вул. Архітектора Вербицького,45 000 $,1 154 $,39.8 м²,8,9,1,,
Біла Церква,Центр,"просп. Князя Володимира, 3",70 000 $,987 $,66.3 м²,9,9,3,,
Харків,Холодногірський,"вул. Полтавський Шлях, 184 корпус 9",22 000 $,564 $,39 м²,6,9,1,Холодна гора,ЖК Казка
Гатне,,бул. Приозерний,76 000 $,850 $,89.4 м²,7,8,3,,ЖК Озерний гай Гатне
Київ,Дніпровський,"вул. Каховська, 62А корпус 3",60 000 $,1 875 $,32 м²,17,26,1,Лівобережна,ЖК Каховська
Ірпінь,,"вул. Мінеральна, 7К",83 000 $,1 526 $,54.4 м²,2,10,2,,ЖК Фаворит
Винники (Львів),Личаківський,"вул. Галицька, 12",33 670 $,935 $,36 м²,2,6,1,,ЖК PERFECT LIFE
Дніпро,Самарський,"вул. Світанкова, 4",35 000 $,583 $,60.6 м²,1,2,3,,
Винники (Львів),Личаківський,"вул. Галицька, 12",55 000 $,1 038 $,53 м²,3,6,2,,ЖК PERFECT LIFE
Львів,Франківський,вул. Городоцька,62 000 $,1 435 $,43.2 м²,3,5,2,,
Кам'янець-Подільський,,"вул. Івана Виговського(Матросова), 4/5",55 820 $,825 $,67.66 м²,5,5,2,,ЖК Нова Будова-2
Кам'янець-Подільський,,"вул. Івана Виговського(Матросова), 4/4",56 760 $,825 $,68.8 м²,9,9,2,,ЖК Нова Будова-2
Дніпро,Індустріальний,"вул. Березинська, 14",35 000 $,503 $,69.6 м²,9,9,3,,
Буча,,бул. Леоніда Бірюкова,24 500 $,1 061 $,23.1 м²,Цокольний,10,1,,ЖК Модуль
Харків,Холодногірський,вул. Полтавський Шлях,21 000 $,501 $,41.94 м²,3,16,1,Холодна гора,ЖК Казка
Буча,,"вул. Князя Володимира Великого, 14 секція 5",37 500 $,1 005 $,37.3 м²,2,9,1,,ЖК Нова Буча
Київ,Печерський,"узвіз Кловський, 7",340 000 $,1 838 $,185.7 м²,24,45,4,Кловська,"ЖК Кловський узвіз, 7"
Київ,Святошинський,"вул. Олевська, 7",55 000 $,1 297 $,42.4 м²,17,22,1,,ЖК Сосновий бір
Вінниця,Замостянський,"вул. Запорізька(Петра Запорожця), 4",75 999 $,1 066 $,71.3 м²,2,11,2,,
Дніпро,Чечелівський,"вул. Новокримська, 42",53 000 $,1 104 $,48 м²,8,9,2,,
Одеса,Хаджибейський,"вул. Профспілкова, 9А",23 000 $,972 $,23.66 м²,1,11,1,,ЖК Акварель 4
Одеса,,"вул. Пішонівська, 22",33 000 $,857 $,38.5 м²,1,17,1,,ЖК Акварель 3
Одеса,Хаджибейський,"вул. Профспілкова, 9А",41 700 $,959 $,43.5 м²,1,11,1,,ЖК Акварель 4
Одеса,,"вул. Пішонівська, 22",26 519 $,902 $,29.4 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",31 592 $,880 $,35.9 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",40 400 $,980 $,41.22 м²,1,16,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",25 451 $,964 $,26.4 м²,1,16,1,,ЖК Акварель 3
Одеса,Пересипський,"вул. Слобідська, 56",32 670 $,900 $,36.3 м²,1,5,1,,ЖК Акварель 7
Одеса,Хаджибейський,"вул. Профспілкова, 9А",32 504 $,850 $,38.24 м²,1,11,1,,ЖК Акварель 4
Одеса,,"вул. Пішонівська, 22",40 270 $,1 115 $,36.13 м²,1,17,1,,ЖК Акварель 3
Одеса,Хаджибейський,"вул. Профспілкова, 9А",37 548 $,840 $,44.7 м²,1,11,1,,ЖК Акварель 4
Одеса,Хаджибейський,"вул. Профспілкова, 9А",26 500 $,1 039 $,25.5 м²,1,11,1,,ЖК Акварель 4
Одеса,Хаджибейський,"вул. Профспілкова, 9А",44 400 $,933 $,47.6 м²,1,11,1,,ЖК Акварель 4
Одеса,Пересипський,"вул. Слобідська, 56",32 940 $,900 $,36.6 м²,1,5,1,,ЖК Акварель 7
Одеса,,"вул. Пішонівська, 22",26 158 $,902 $,29 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",23 001 $,902 $,25.5 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",50 560 $,800 $,63.2 м²,2,17,2,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",26 248 $,902 $,29.1 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",33 880 $,880 $,38.5 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",34 232 $,880 $,38.9 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",33 616 $,880 $,38.2 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",50 560 $,800 $,63.2 м²,2,17,2,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",23 181 $,902 $,25.7 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",23 940 $,950 $,25.2 м²,1,17,1,,ЖК Акварель 3
Одеса,,"вул. Пішонівська, 22",23 362 $,902 $,25.9 м²,1,17,1,,ЖК Акварель 3
Одеса,Хаджибейський,"вул. Профспілкова, 9А",28 618 $,820 $,34.9 м²,1,11,1,,ЖК Акварель 4
Одеса,Хаджибейський,"вул. Профспілкова, 9А",32 554 $,820 $,39.7 м²,1,11,1,,ЖК Акварель 4
Ужгород,Центр,вул. Другетів,135 000 $,1 436 $,94 м²,1,4,3,,ЖК Європейський
Івано-Франківськ,Княгинин,"вул. Княгинин, 44 корпус 21",77 000 $,1 085 $,71 м²,11,14,2,,
Одеса,Приморський,вул. Літературна,29 500 $,1 093 $,27.5 м²,10,21,1,,
Київ,Дарницький,вул. Євгена Харченка,70 000 $,1 167 $,60 м²,1,5,3,,
Одеса,Хаджибейський,вул. Болгарська,23 000 $,701 $,32.8 м²,1,2,1,,
Одеса,,вул. Академіка Сахарова,19 140 $,750 $,25.52 м²,1,9,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,39 809 $,700 $,56.87 м²,2,6,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,23 963 $,760 $,31.53 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,47 538 $,740 $,64.24 м²,2,9,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,20 995 $,730 $,28.76 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,36 918 $,840 $,43.95 м²,1,9,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,36 666 $,840 $,43.65 м²,1,8,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,36 674 $,840 $,43.66 м²,1,8,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,22 153 $,770 $,28.77 м²,1,8,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,22 153 $,770 $,28.77 м²,1,8,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,45 577 $,700 $,65.11 м²,2,8,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,34 885 $,840 $,41.53 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,53 704 $,790 $,67.98 м²,2,8,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,20 995 $,730 $,28.76 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,41 762 $,710 $,58.82 м²,2,6,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,55 031 $,790 $,69.66 м²,2,6,2,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,21 282 $,740 $,28.76 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,21 282 $,740 $,28.76 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,21 282 $,740 $,28.76 м²,1,6,1,,ЖК Акварель 10
Одеса,,вул. Академіка Сахарова,21 282 $,740 $,28.76 м²,1,6,1,,ЖК Акварель 10
Рівне,Центр,"вул. Свободи, 10",26 800 $,544 $,49.3 м²,1,1,2,,
Брюховичі (Львів),,"вул. Курортний Проїзд, 3",73 688 $,1 250 $,58.96 м²,2,5,,,ЖК Svoї ParkHouse
Харків,Холодногірський,"вул. Золочівська, 9",10 000 $,435 $,23 м²,2,2,1,Холодна гора,
Тернопіль,Центр,"просп. Бандери Степана, 4",21 300 $,602 $,35.4 м²,3,5,1,,
Софіївська Борщагівка,,"вул. Боголюбова, 34",105 000 $,1 364 $,77 м²,2,10,2,,
Київ,Святошинський,"вул. Клавдіївська, 40Є",75 000 $,1 210 $,62 м²,8,26,3,,
Дніпро,,"просп. Поля Олександра, 8А",30 000 $,632 $,47.5 м²,3,5,2,,
Рованці,,"пров. Спортивний, 4",88 000 $,594 $,,,,,,
Луцьк,55 мікрорайон,вул. Чорновола В'ячеслава,102 169 $,964 $,106 м²,3,10,3,,ЖК Оселя парк
Житомир,Богунський,пров. Кам'яний узвіз,55 500 $,750 $,74 м²,1,2,2,,
Житомир,Корольовский,"вул. Тетерівський Бульвар, 16/1",45 500 $,1 011 $,45 м²,2,12,1,,ЖК Тетерівський Бульвар
Одеса,Пересипський,"вул. Паустовського, 43",25 900 $,785 $,33 м²,8,13,1,,
Одеса,Пересипський,вул. Владислава Бувалкіна(Генерала Бочарова),19 000 $,760 $,25 м²,5,6,1,,
Одеса,Пересипський,вул. Владислава Бувалкіна(Генерала Бочарова),19 500 $,951 $,20.5 м²,4,6,1,,
Одеса,Пересипський,вул. Владислава Бувалкіна(Генерала Бочарова),27 000 $,996 $,27.1 м²,5,6,1,,
Івано-Франківськ,,вул. Хоткевича Гната,37 315 $,850 $,43.9 м²,1,10,1,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,55 860 $,840 $,66.5 м²,2,10,2,,ЖК Senat
Одеса,,"вул. Академіка Вільямса, 95/3",33 582 $,870 $,38.6 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",33 321 $,870 $,38.3 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",18 500 $,737 $,25.1 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",23 980 $,880 $,27.25 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",26 010 $,900 $,28.9 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",25 110 $,900 $,27.9 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",32 764 $,870 $,37.66 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",57 876 $,840 $,68.9 м²,2,17,2,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",34 887 $,870 $,40.1 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",23 980 $,880 $,27.25 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",28 000 $,747 $,37.5 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",23 580 $,900 $,26.2 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",24 358 $,880 $,27.68 м²,1,17,1,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",40 672 $,775 $,52.48 м²,2,17,2,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",54 885 $,775 $,70.82 м²,3,17,3,,ЖК Акварель 8
Одеса,,"вул. Академіка Вільямса, 95/3",44 175 $,775 $,57 м²,2,17,2,,ЖК Акварель 8
Київ,Шевченківський,"вул. Богдана Хмельницького, 51",225 000 $,914 $,246.1 м²,1,5,2,Університет,
