city,region,address,price,price_for_square_metre,total_area,floor,num_of_floors,num_of_rooms,subway,apartment_complex
Біла Церква,ДНС,"вул. Івана Мазепи, 45",37 999 $,1 089 $,34.9 м²,1,9,1,,
Одеса,Київський,вул. Довга,42 500 $,1 090 $,38.8 м²,5,6,1,,ЖК Club Marine-2
Ірпінь,,"вул. 11-а лінія, 4",57 100 $,1 215 $,45.9 м²,2,8,1,,ЖК Ірпінські Липки
Житомир,Богунський,"пров. Червоний, 41А",51 200 $,800 $,64 м²,6,9,2,,ЖК Gloria
Житомир,Богунський,вул. Чуднівська,43 000 $,811 $,53 м²,3,5,2,,
Житомир,Корольовский,пр. Кондратюка Юрія,35 700 $,893 $,40 м²,9,9,1,,
Львів,Шевченківський,вул. Жовківська,39 999 $,1 053 $,38 м²,2,3,1,,
Дніпро,Центральний,"вул. Кулишівська, 34",107 000 $,1 911 $,56 м²,2,5,2,,ЖК Сomfort City
Дніпро,Шевченківський,"просп. Науки(Гагаріна), 118",35 000 $,625 $,56 м²,5,16,2,,
Київ,Шевченківський,"вул. Деревлянська(Якіра), 20А",55 000 $,1 211 $,45.4 м²,5,5,2,Лук'янівська,
Одеса,Київський,"вул. Таїрова, 6/3",57 000 $,1 036 $,55 м²,1,5,1,,
Івано-Франківськ,,вул. Хоткевича Гната,37 315 $,850 $,43.9 м²,1,10,1,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,37 315 $,850 $,43.9 м²,1,10,1,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,69 305 $,830 $,83.5 м²,3,10,3,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,55 860 $,840 $,66.5 м²,2,10,2,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,55 860 $,840 $,66.5 м²,2,10,2,,ЖК Senat
Івано-Франківськ,,вул. Хоткевича Гната,37 315 $,850 $,43.9 м²,1,10,1,,ЖК Senat
Івано-Франківськ,,"вул. Надрічна, 1",49 588 $,770 $,64.4 м²,2,10,2,,ЖК Kniahynyn-Center
Івано-Франківськ,,"вул. Надрічна, 1",49 588 $,770 $,64.4 м²,2,10,2,,ЖК Kniahynyn-Center
Івано-Франківськ,,вул. Хоткевича Гната,37 995 $,850 $,44.7 м²,1,10,1,,ЖК Senat
Дрогобич,,"вул. Самбірська, 82",33 000 $,904 $,36.5 м²,9,10,,,
Кременець,,"вул. Київська, 14А",45 000 $,943 $,47.7 м²,4,5,2,,
Запоріжжя,Комунарський,"вул. Чумаченка, 23Б",25 000 $,481 $,52 м²,6,9,2,,
Харків,Шевченківський,"вул. Тобольська, 46Б",62 000 $,912 $,68 м²,4,9,3,23 Серпня,
Львів,Франківський,"вул. Трускавецька, 111",37 900 $,902 $,42 м²,10,10,1,,
Львів,Франківський,"вул. Трускавецька, 111",37 900 $,881 $,43 м²,10,10,1,,
Лиманка,,"вул. Перлинна, 1А",37 500 $,938 $,39.4 м²,17,19,1,,
Ірпінь,,"вул. Університетська(Карла Маркса), 3/3",119 000 $,1 000 $,119 м²,16,16,3,,ЖК Центральний-2
Ворзель,,"вул. Лісова, 35/3",75 000 $,938 $,80 м²,2,3,2,,
Одеса,Хаджибейський,вул. Маршала Малиновського,50 000 $,806 $,62 м²,2,12,2,,ЖК Малінки
Ірпінь,,"вул. Матвія Донцова(Тургенєвська), 50/1",75 000 $,1 330 $,56.4 м²,7,10,1,,ЖК Атріум
Київ,Подільський,"вул. Віктора Некрасова(Північно-Сирецька), 12А",79 000 $,1 145 $,64 м²,22,25,2,Нивки,ЖК Dibrova Park
Одеса,Приморський,"вул. Відрадна, 13",200 000 $,1 242 $,161 м²,10,10,4,,ЖК Ясна Поляна
Софіївська Борщагівка,,"вул. Соборна, 105/4",59 980 $,1 818 $,32.4 м²,8,11,1,,ЖК Петрівський квартал
Вінниця,Замостянський,"вул. Стрілецька, 3",37 000 $,1 088 $,34 м²,9,9,1,,
Івано-Франківськ,Бам,пров. Надії,94 000 $,1 159 $,81.1 м²,6,7,3,,
Київ,Печерський,"вул. Леоніда Первомайського, 11",80 000 $,1 860 $,43 м²,4,5,2,Кловська,
Дрогобич,,"вул. Богдана Хмельницького, 47",15 000 $,318 $,47.1 м²,1,1,2,,
Київ,Дніпровський,"вул. Євгена Сверстюка, 6",140 000 $,2 059 $,68 м²,16,25,2,Лівобережна,ЖК Галактика
Житомир,,вул. Шевченка,32 000 $,1 067 $,30 м²,4,9,1,,
Житомир,Богунський,4-й пров. Київський,52 900 $,1 037 $,51 м²,5,5,2,,
Київ,Голосіївський,вул. Михайла Максимовича,103 000 $,2 506 $,41.1 м²,13,21,1,Васильківська,ЖК Нова Англія
Житомир,Богунський,пр. Шпаковський,44 500 $,967 $,46 м²,4,12,1,,ЖК Перлини Кобрутівки
Житомир,Корольовский,вул. Ціолковського,25 500 $,729 $,35 м²,2,9,1,,
Петриків,,"вул. Тернопільська, 100",49 000 $,1 043 $,47 м²,3,6,1,,ЖК Апарт-Горизонт
Одеса,,вул. Макаренка,90 000 $,900 $,100 м²,13,21,2,,ЖК Фонтан
Житомир,Корольовский,пр. Шпаковський,45 000 $,938 $,48 м²,4,12,1,,ЖК Перлини Кобрутівки
Львів,Шевченківський,"вул. Шевченка Тараса, 60",120 000 $,1 791 $,67 м²,5,12,2,,ЖК Семицвіт
Київ,Подільський,"вул. Сергія Данченка, 5",98 000 $,1 043 $,94 м²,15,25,3,Сирець,ЖК Крістер Град на Виноградарі
Рівне,Ювілейний,"вул. Вербова, 47",26 500 $,791 $,33.5 м²,1,9,1,,
Ірпінь,,вул. Кобилянської Ольги,36 900 $,1 085 $,34 м²,7,8,1,,ЖК Синергія Сіті
Київ,Оболонський,"вул. Сім'ї Кульженків(Петра Дегтяренка), 33",109 900 $,1 665 $,66 м²,24,26,2,Мінська,ЖК Яскравий
Хмельницький,Південно-Західний,"вул. Тернопільська, 3",35 000 $,729 $,48 м²,4,5,2,,
Ірпінь,,вул. Кобилянської Ольги,40 000 $,1 081 $,37 м²,7,8,1,,ЖК Синергія Сіті
Ірпінь,,вул. Кобилянської Ольги,24 500 $,980 $,25 м²,3,9,1,,ЖК Синергія Сіті
Вінниця,Ленінський,вул. Келецька,39 800 $,1 070 $,37.2 м²,4,16,1,,
Одеса,,"вул. Генуезька, 1, 1/1",29 744 $,1 040 $,28.6 м²,1,26,1,,ЖК Еллада
Одеса,Приморський,"вул. Посмітного, 20А",37 704 $,1 210 $,31.16 м²,1,18,1,,ЖК Кімолос
Одеса,Приморський,"вул. Посмітного, 20А",37 704 $,1 210 $,31.16 м²,1,18,1,,ЖК Кімолос
Одеса,Приморський,"вул. Посмітного, 20А",55 607 $,1 130 $,49.21 м²,1,18,1,,ЖК Кімолос
Одеса,Приморський,"вул. Посмітного, 20А",53 426 $,1 130 $,47.28 м²,1,18,1,,ЖК Кімолос
Одеса,Приморський,"вул. Посмітного, 20А",76 377 $,1 130 $,67.59 м²,2,18,2,,ЖК Кімолос
Одеса,Приморський,"вул. Каманіна, 16А",57 000 $,1 140 $,50 м²,25,25,2,,ЖК Тридцять друга перлина
Ірпінь,,вул. Кобилянської Ольги,28 000 $,1 077 $,26 м²,7,8,1,,ЖК Синергія Сіті
Одеса,Київський,вул. Люстдорфська дорога,50 000 $,1 020 $,49 м²,8,12,2,,ЖК Континент
Одеса,Приморський,"вул. Каманіна, 16А/6",52 000 $,1 333 $,39 м²,12,25,1,,ЖК Сорок п'ята перлина
Чернівці,Першотравневий,вул. Кохановського Антона,77 000 $,1 100 $,70 м²,3,3,3,,
Одеса,Приморський,"плато Гагарінське, 5Б",62 000 $,1 512 $,41 м²,17,18,1,,ЖК Шоста перлина
Крижанівка (Одеса),,вул. Генерала Бочарова,58 000 $,906 $,64 м²,2,10,2,,
Одеса,Хаджибейський,"вул. Радісна, 7",17 500 $,398 $,44 м²,5,5,2,,
Дніпро,Шевченківський,"вул. Тополина, 7А",44 000 $,830 $,53 м²,4,17,1,,"ЖК вул. Тополина, 7а"
Одеса,Приморський,"вул. Посмітного, 20А",58 139 $,1 130 $,51.45 м²,1,18,1,,ЖК Кімолос
Львів,Сихівський,"вул. Білоцерківська, 2А",54 000 $,982 $,55 м²,3,5,3,,
Івано-Франківськ,Арсенал,"вул. Коновальця Євгена, 136Д",38 000 $,809 $,47 м²,4,9,2,,
Одеса,Хаджибейський,"вул. Запорізька, 15",28 000 $,609 $,46 м²,3,5,2,,
Івано-Франківськ,Княгинин,вул. Княгинин,55 000 $,1 196 $,46 м²,4,11,1,,
Вінниця,Ленінський,вул. Келецька,47 000 $,1 237 $,37.6 м²,8,16,1,,
Ірпінь,,вул. Кобилянської Ольги,31 000 $,939 $,33 м²,7,10,1,,
Ірпінь,,вул. Кобилянської Ольги,32 900 $,1 061 $,31 м²,7,8,1,,ЖК Синергія Сіті
Одеса,Приморський,"пров. Морехідний, 2А",74 800 $,2 200 $,45 м²,20,20,1,,ЖК Морська симфонія
Тернопіль,Центр,пров. Галицький,73 000 $,1 217 $,60 м²,2,5,2,,ЖК Галицький
Лиманка,,"вул. Будівельна, 50А",37 500 $,815 $,46 м²,4,7,1,,ЖК Розенталь
Рівне,Ювілейний,"вул. Соборна, 275",21 500 $,1 039 $,20.7 м²,7,9,1,,
Київ,Святошинський,"бул. Миколи Руденка, 22",52 500 $,921 $,57 м²,1,9,3,Житомирська,
Львів,Франківський,вул. Щирецька,60 340 $,1 341 $,45 м²,3,7,1,,
Одеса,Приморський,"вул. Армійська, 21",54 500 $,835 $,65.3 м²,2,10,3,,
Боярка (Києво-Святошинський),,вул. Тарасівська,20 999 $,553 $,38 м²,2,2,1,,
Київ,Дарницький,наб. Дніпровська,155 000 $,1 728 $,89.7 м²,5,26,3,Осокорки,ЖК Great
Вінниця,,вул. Шимка Максима,31 000 $,1 000 $,31 м²,4,4,1,,
Ірпінь,,вул. Кобилянської Ольги,33 000 $,1 100 $,30 м²,7,8,1,,ЖК Синергія Сіті
Тернопіль,Старий парк,вул. Квітки Цісик(Ломоносова),43 500 $,640 $,68 м²,4,10,3,,
Харків,Київський,"вул. Борткевича, 13",13 000 $,351 $,37 м²,6,9,1,Героїв праці,ЖК Гідропарк
Харків,Київський,"вул. Борткевича, 11",18 000 $,429 $,42 м²,15,16,1,Героїв праці,ЖК Гідропарк
Одеса,Пересипський,вул. Академіка Заболотного,35 000 $,735 $,47.6 м²,1,10,1,,
Харків,Київський,"вул. Борткевича, 11",14 900 $,363 $,41 м²,6,16,1,Героїв праці,ЖК Гідропарк
Київ,Оболонський,вул. Героїв Дніпра,95 000 $,1 357 $,70 м²,1,9,3,Героїв Дніпра,
Київ,Дарницький,"вул. Ревуцького, 2",73 000 $,1 197 $,61 м²,1,1,1,,
Київ,Голосіївський,"вул. Жилянська, 54",100 000 $,1 667 $,60 м²,3,5,2,Олімпійська,
Ірпінь,,вул. Дмитра Павличка(Єсеніна),35 000 $,745 $,47 м²,2,7,1,,ЖК Єсенін
Ірпінь,,пров. Озерний,30 750 $,961 $,32 м²,4,10,1,,
Дніпро,Новокодацький,"вул. Трофімових Братів, 62",42 000 $,656 $,64.5 м²,5,10,3,,
Київ,Дніпровський,"вул. Каховська, 62А",49 900 $,1 555 $,32.1 м²,24,25,1,,
Київ,Дарницький,"вул. Срібнокільська, 1",79 000 $,1 339 $,59 м²,19,24,1,,
Київ,Дніпровський,"вул. Кіото, 3",66 000 $,1 425 $,46.8 м²,2,9,2,,
Одеса,Пересипський,вул. Давида Ойстраха,12 500 $,595 $,21.7 м²,9,9,1,,
Дніпро,Амур-Нижньодніпровський,"пров. Софії Крушельницької, 1",31 000 $,674 $,46 м²,3,9,2,,
Одеса,Пересипський,вул. Академіка Заболотного,38 000 $,621 $,61.2 м²,3,5,3,,
Київ,Дарницький,"вул. Бориса Гмирі, 12Б",56 000 $,1 514 $,37 м²,7,25,1,Позняки,ЖК Патріотика
Петриків,,вул. Шептицького,42 000 $,554 $,75.8 м²,4,4,3,,ЖК ЕкоДім
Запоріжжя,Вознесенівський (Орджонікідзевський),"вул. Леоніда Жаботинського, 59",16 000 $,382 $,41.88 м²,5,5,2,,
Ірпінь,,вул. Виговського,57 000 $,877 $,65 м²,8,10,2,,ЖК Chehov Парк Квартал
Ірпінь,,вул. Павленка,32 000 $,941 $,34 м²,6,7,1,,
Львів,Франківський,вул. Рубчака Івана,77 000 $,1 674 $,46.8 м²,5,9,2,,ЖК Львівська мрія
Харків,Шевченківський,"просп. Перемоги, 89",35 000 $,729 $,47.3 м²,4,9,2,,ЖК Перемоги
Чернігів,Деснянський,"просп. Перемоги, 119А",125 000 $,1 302 $,96.1 м²,7,10,3,,
Обухів,,вул. Миру,107 000 $,1 480 $,72.3 м²,5,9,3,,
Крижанівка (Одеса),,"вул. Генерала Бочарова, 60",17 500 $,833 $,21 м²,5,5,1,,ЖК Smart City
Київ,Подільський,"вул. Віктора Некрасова(Північно-Сирецька), 8",69 950 $,1 110 $,63 м²,17,26,2,,ЖК Dibrova Park
Вінниця,Замостянський,"вул. Левка Лук’яненка(Ватутіна), 24",34 000 $,1 149 $,29.6 м²,5,5,1,,
Чернівці,Шевченківський,"вул. Сергія Скальда(Комарова Володимира), 17",32 500 $,956 $,34 м²,5,5,1,,
Полтава,Подільський,О. Бідного вул.,45 000 $,938 $,48.3 м²,2,9,1,,
Чернівці,Першотравневий,"вул. Руська, 241",63 000 $,881 $,71.5 м²,5,9,2,,"ЖК вул. Руська, 241"
Ужгород,Станційний,"вул. Іштвана Сечені, 29",55 000 $,1 279 $,43.2 м²,2,5,2,,
