City,Region,Address,Price(USD),Price for square metre(USD),Total area(m²),Floor,Num of floors,Num of rooms,Subway,Apartment complex
Одеса,Хаджибейський (Малиновський),"Овідіопольська дор., 31",25000,628,39.8,16,17,1,Немає в цьому місті,Не ЖК
Одеса,Приморський,"вул. Відрадна, 15",550000,3143,175.3,11,12,2,Немає в цьому місті,Не ЖК
Київ,Дарницький,"просп. Петра Григоренка, 7В",60000,1176,51.0,6,10,2,Позняки,Не ЖК
Кропивницький,Фортечний,пров. Ковалівський,45000,882,51.0,5,5,2,Немає в цьому місті,Не ЖК
Запоріжжя,Шевченківський,"вул. Авраменка, 22",37000,740,50.0,7,9,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Достоєвського,28500,891,32.0,3,10,1,Немає в цьому місті,ЖК Синергія Сіті
Ірпінь,Не відомо,"вул. Достоєвського, 1В/26",35000,875,40.0,3,10,1,Немає в цьому місті,ЖК Синергія Сіті
Бориспіль,Не відомо,"вул. Київський шлях, 95",58920,800,76.4,11,20,3,Немає в цьому місті,Не ЖК
Одеса,Хаджибейський,"вул. Запорізька, 15",28000,609,46.0,3,5,2,Немає в цьому місті,Не ЖК
Харків,Шевченківський,вул. Космічна,18000,529,54.4,7,9,2,Наукова,Не ЖК
Івано-Франківськ,Не відомо,"вул. Надрічна, 1",49588,770,64.4,2,10,2,Немає в цьому місті,ЖК Kniahynyn-Center
Ірпінь,Не відомо,вул. Достоєвського,38000,1000,38.0,4,10,1,Немає в цьому місті,ЖК Синергія Сіті
Вінниця,Замостянський,вул. Стрілецька,46500,969,48.0,7,7,1,Немає в цьому місті,Не ЖК
Київ,Печерський,"вул. Предславинська, 42",180000,4286,41.2,16,24,1,Палац Україна,ЖК Французький квартал 2
Мукачево,Не відомо,"вул. Григорія Підопригори, 3",85000,1241,68.5,2,9,3,Немає в цьому місті,Не ЖК
Київ,Шевченківський,"вул. Богдана Хмельницького, 39",250000,4167,60.0,14,18,2,Університет,Не ЖК
Одеса,Київський,"просп. Академіка Глушка, 1 корпус 2",30000,769,39.0,5,9,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Достоєвського,53000,1000,53.0,4,10,2,Немає в цьому місті,ЖК Синергія Сіті
Одеса,Приморський,"бул. Французький, 11А",525000,2838,184.2,3,4,5,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Достоєвського, 1В/8",104420,1160,90.0,2,10,3,Немає в цьому місті,Не ЖК
Житомир,Богунський,вул. Зв'язківців,65000,1250,52.0,9,10,2,Немає в цьому місті,Не ЖК
Одеса,Київський,"вул. Жаботинського, 56",55000,1122,49.5,1,23,1,Немає в цьому місті,ЖК «Дмитрієвський»
Житомир,Богунський,просп. Миру,27500,786,35.0,5,5,1,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Достоєвського, 1В/8",95200,1587,60.0,2,10,2,Немає в цьому місті,Не ЖК
Тернопіль,Старий парк,вул. Лисенка,59000,1297,45.5,6,6,1,Немає в цьому місті,Не ЖК
Харків,Салтівський,"просп. Тракторобудівників, 95",20000,444,45.8,10,12,2,Не вказано,Не ЖК
Запоріжжя,Вознесенівський (Орджонікідзевський),вул. Перемоги,51000,981,52.0,2,3,2,Немає в цьому місті,Не ЖК
Тернопіль,Бам,просп. Злуки,68000,5667,72.0,2,9,2,Немає в цьому місті,Не ЖК
Ворзель,Не відомо,вул. Молодіжна,107000,1116,95.9,1,3,3,Немає в цьому місті,Не ЖК
Вінниця,Староміський,вул. Волошкова,37000,1005,36.83,6,11,1,Немає в цьому місті,ЖК Волошковий
Агрономічне,Не відомо,"вул. Грушевського, 6А",49900,684,73.0,1,5,2,Немає в цьому місті,ЖК Укрновінвест
Ірпінь,Не відомо,"вул. Кобилянської Ольги, 1В/20",45000,818,55.0,4,10,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,32439,909,37.0,3,10,1,Немає в цьому місті,Не ЖК
Вінниця,Не відомо,"Немирівське шосе, 94Є/1",49900,960,52.0,2,10,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,34752,879,41.0,3,10,1,Немає в цьому місті,Не ЖК
Київ,Дарницький,"вул. Івана Кочерги, 17Б",41428,1264,34.0,10,24,1,Позняки,ЖК Синергія Київ
Київ,Дарницький,"вул. Івана Кочерги, 17Б",70728,1112,66.0,8,24,3,Позняки,ЖК Синергія Київ
Київ,Дніпровський,"вул. Пантелеймона Куліша(Челябінська), 3",54800,1166,47.0,9,9,2,Лівобережна,Не ЖК
Запоріжжя,Шевченківський,"вул. Магістральна, 88",34700,694,50.0,3,10,2,Немає в цьому місті,Не ЖК
Щасливе,Не відомо,"пров. Надії, 1",82999,1196,69.4,4,5,2,Немає в цьому місті,ЖК 7'я
Біла Церква,Вокзальна,"вул. Чуйкова, 32",32000,1000,30.3,5,5,1,Немає в цьому місті,Не ЖК
Дмитрівка (Буча),Не відомо,"вул. Садова, 8",64000,800,80.0,4,4,4,Немає в цьому місті,Не ЖК
Одеса,Пересипський,"вул. Академіка Сахарова, 3Д",37300,622,60.0,12,25,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,вул. Кобилянської Ольги,38343,928,41.3,5,10,1,Немає в цьому місті,Не ЖК
Івано-Франківськ,Каскад,вул. Івасюка,109500,1521,72.0,2,9,2,Немає в цьому місті,ЖК вул. Івасюка
Одеса,Суворовський,вул. Академіка Сахарова,30000,667,45.0,13,25,1,Немає в цьому місті,ЖК П'ятдесят дев'ята перлина
Дніпро,Центральний,,29500,540,64.0,1,5,3,Не вказано,Не ЖК
Одеса,Приморський,вул. Утьосова,27000,557,48.5,1,2,2,Немає в цьому місті,Не ЖК
Дніпро,Соборний,"вул. Набережна Перемоги, 42Р",70000,946,73.9,12,12,2,Не вказано,ЖК River Park
Вінниця,Староміський,вул. Волошкова,37000,1005,36.83,4,11,1,Немає в цьому місті,ЖК Волошковий
Ірпінь,Не відомо,вул. Полтавська,56000,1098,50.8,3,9,2,Немає в цьому місті,Не ЖК
Лиманка,Не відомо,вул. Перлинна,68000,800,85.0,19,19,3,Немає в цьому місті,ЖК П'ятдесят сьома перлина
Івано-Франківськ,Набережна,"вул. Флотська, 40",52671,881,62.0,3,11,2,Немає в цьому місті,ЖК IQ House
Ірпінь,Не відомо,"вул. Василя Стуса(Пушкінська), 64/68",58000,823,70.5,6,9,2,Немає в цьому місті,ЖК Мюнхаузен 2
Київ,Голосіївський,"пров. Леопольда Ященка(Василя Жуковського), 5",52300,1200,43.6,5,5,2,Васильківська,Не ЖК
Київ,Шевченківський,"вул. Білоруська, 5",84000,1448,58.0,4,5,2,Лук'янівська,Не ЖК
Тернопіль,Бам,пров. Тарнавського Мирона Генерала,48500,719,67.5,10,10,2,Немає в цьому місті,Не ЖК
Лиманка,Не відомо,"вул. Спортивна, 3/2",56500,807,69.4,15,15,2,Немає в цьому місті,ЖК Таїровські сади
Вінниця,Ленінський,"пров. Цегельний, 12",52000,1176,44.2,15,20,1,Немає в цьому місті,ЖК Central Park Vinnytsia
Кам'янське,Дніпровський,"пров. Кам'яний, 20",23999,375,64.0,5,5,3,Немає в цьому місті,Не ЖК
Кривий Ріг,Тернівський,"вул. Сергія Колачевського(23 Лютого), 148",15500,315,49.2,4,5,2,Немає в цьому місті,Не ЖК
Кривий Ріг,Тернівський,"вул. Сергія Колачевського(23 Лютого), 148",15500,315,49.2,4,5,2,Немає в цьому місті,Не ЖК
Харків,Київський,"вул. Борткевича, 9",21000,568,36.7,4,9,1,Київська,Не ЖК
Одеса,Приморський,"вул. Педагогічна, 21",40000,1000,40.0,13,17,1,Немає в цьому місті,ЖК Акапулько 2
Одеса,Хаджибейський,"вул. Ріхтера Святослава, 134",22000,786,28.0,9,9,1,Немає в цьому місті,Не ЖК
Київ,Дарницький,"вул. Тростянецька, 7",65000,1625,40.0,3,16,3,Харківська,Не ЖК
Біла Церква,Центр,"вул. Людмили Павліченко, 37",41000,872,47.0,5,5,2,Немає в цьому місті,Не ЖК
Одеса,Приморський,"вул. Каманіна, 16А/4",44000,1073,41.0,11,25,1,Немає в цьому місті,ЖК Сорок восьма перлина
Київ,Дніпровський,"просп. Соборності, 17 корпус 2",74000,2176,34.0,7,16,1,Не вказано,ЖК Комфорт Таун
Київ,Шевченківський,"просп. Берестейський(Перемоги), 42А",218000,2393,91.1,10,15,2,Шулявська,ЖК Crystal Park Tower
Миколаїв,Інгульський,вул. Миколаївська,35500,789,44.8,5,9,2,Немає в цьому місті,Не ЖК
Одеса,Хаджибейський,"вул. Боровського Миколи, 1/17 корпус 3",22000,733,28.4,1,4,1,Немає в цьому місті,ЖК Золоті Стовпи
Чернігів,Новозаводський,вул. Мазепи Івана,19000,1061,17.9,1,5,1,Немає в цьому місті,Не ЖК
Київ,Дарницький,"наб. Дніпровська, 15Ж",114800,1511,76.3,9,26,2,Осокорки,ЖК Great
Полтава,Подільський,бул. Хмельницького Богдана,50000,1062,47.1,4,10,2,Немає в цьому місті,Не ЖК
Київ,Голосіївський,Столичне шосе,116000,1000,114.9,25,26,4,Видубичі,ЖК Svitlo Park
Вовчинець,Не відомо,"вул. Європейська, 3",67000,859,78.0,2,13,3,Немає в цьому місті,Не ЖК
Київ,Печерський,"вул. Василя Тютюнника, 37/1",179000,2295,78.0,23,24,2,Палац Україна,ЖК Престиж Холл
Житомир,Богунський,вул. Святого Зигмунта Фелінського,45000,957,47.0,5,9,2,Немає в цьому місті,Не ЖК
Івано-Франківськ,Не відомо,"вул. Хіміків, 28 корпус 13",83500,1153,72.4,10,13,2,Немає в цьому місті,ЖК Comfort Park
Київ,Дарницький,"вул. Зарічна, 3А",162000,1906,83.7,11,26,3,Славутич,ЖК Зарічний
Дніпро,Соборний,"вул. Вернадського Володимира, 35Н",250000,2577,97.0,13,18,2,Не вказано,ЖК Небо
Київ,Дніпровський,"вул. Тампере, 8",42000,709,59.2,4,5,3,Не вказано,Не ЖК
Ірпінь,Не відомо,"вул. Достоєвського, 1В/2",37500,962,38.9,3,10,1,Немає в цьому місті,ЖК Синергія Сіті
Буча,Не відомо,"вул. Вишнева, 3",48867,780,64.99,10,10,2,Немає в цьому місті,Не ЖК
Буча,Не відомо,"Вишнева вулиця, 35",47672,755,65.5,1,10,2,Немає в цьому місті,Не ЖК
Дніпро,Новокодацький,"мас. Покровський, 3А",95000,1092,86.9,4,9,4,Покровська,Не ЖК
Софіївська Борщагівка,Не відомо,вулиця Київська,55000,1222,45.0,2,2,2,Немає в цьому місті,Не ЖК
Новосілки (Фастівський),Не відомо,вул. Лісова,35500,853,41.6,16,25,1,Немає в цьому місті,ЖК Вудлайн
Ірпінь,Не відомо,"вул. Миколи Сингаївського(Ново-Оскольська), 8К",57000,1018,50.8,2,9,1,Немає в цьому місті,Не ЖК
Київ,Голосіївський,"пров. Ясинуватський, 11",129000,1792,72.0,22,25,2,Деміївська,ЖК The Lakes
Вінниця,Ленінський,"просп. Космонавтів, 71",42000,1132,37.1,4,9,1,Немає в цьому місті,Не ЖК
Ужгород,Компотний,"вул. Франка Івана, 5",95000,1900,50.0,7,7,1,Немає в цьому місті,ЖК Simple
Вінниця,Ленінський,"вул. Костянтина Василенка, 14В",37000,898,41.2,11,11,1,Немає в цьому місті,Не ЖК
Одеса,Приморський,просп. Гагаріна,108000,1459,74.0,25,25,2,Немає в цьому місті,ЖК Чотири сезони
Київ,Печерський,"вул. Саперне Поле, 3",800000,2454,326.0,14,14,4,Либідська,ЖК Бульвар фонтанів
Київ,Голосіївський,"вул. Антоновича(Горького), 74-78",390000,4577,85.2,11,22,2,Олімпійська,ЖК New York Concept House
Київ,Солом'янський,"вул. Миколи Голего(Лебедєва-Кумача), 7В",200000,1735,115.3,15,23,3,Не вказано,Не ЖК
Київ,Печерський,"вул. Саперне Поле, 3",665000,4290,155.0,2,14,4,Не вказано,ЖК Бульвар фонтанів
Київ,Оболонський,"просп. Володимира Івасюка, 25А",60500,1476,41.0,2,9,2,Мінська,Не ЖК
Київ,Подільський,"вул. Івана Виговського(Маршала Гречка), 47",68250,1300,52.5,23,24,1,Не вказано,ЖК Варшавський Плюс
Одеса,Київський,"вул. Люстдорфська дорога, 114Б",36000,900,29.5,6,6,1,Немає в цьому місті,Не ЖК
Київ,Солом'янський,"вул. Машинобудівна, 21А",175000,1862,94.0,13,16,3,Шулявська,Не ЖК
Київ,Голосіївський,"вул. Антоновича(Горького), 74-78",370000,4205,87.6,11,22,2,Олімпійська,ЖК New York Concept House
Харків,Салтівський,"вул. Гвардійців-Широнінців, 79",25000,391,63.1,9,9,3,Героїв праці,Не ЖК
Харків,Київський,"вул. Астрономічна, 35А",52000,800,65.0,5,9,3,Не вказано,Не ЖК
Біла Церква,ДНС,"бул. Олександрійський, 111",58000,1049,52.9,8,9,2,Немає в цьому місті,Не ЖК
Одеса,Київський,просп. Академіка Глушка,30000,690,43.5,14,16,1,Немає в цьому місті,Не ЖК
Одеса,Київський,"вул. Люстдорфська дорога, 54Б",18000,563,30.3,1,5,1,Немає в цьому місті,Не ЖК
Львів,Залізничний,вул. Петлюри Симона,62000,1292,48.2,4,9,2,Немає в цьому місті,Не ЖК
Київ,Шевченківський,"вул. Жамбила Жабаєва(Кузьмінська), 22",37000,1121,33.0,9,9,1,Сирець,ЖК Будинок на Кузьмінській
Дніпро,Шевченківський,"мас. Тополя-2, 5",21500,977,22.1,7,9,1,Не вказано,Не ЖК
Харків,Шевченківський,"вул. Григорія Сковороди(Пушкінська), 67",62900,1084,57.6,5,5,2,Пушкінська,Не ЖК
Хмельницький,Заріччя,"вул. Мазура Миколи, 8/1",27000,659,41.0,6,9,1,Немає в цьому місті,ЖК Avila Land
Львів,Франківський,"вул. Моршинська, 12",70000,1034,67.7,1,9,3,Немає в цьому місті,Не ЖК
Кривий Ріг,Покровський,"вул. Ногіна, 27",29900,663,45.1,2,3,2,Немає в цьому місті,Не ЖК
Одеса,Хаджибейський,"вул. Кропивницького, 24/26",25000,641,39.0,12,16,1,Немає в цьому місті,Не ЖК
Ужгород,Шахта,вул. Миколи Стражеска(Тімірязєва),43000,796,54.0,1,5,2,Немає в цьому місті,Не ЖК
Львів,Франківський,вул. Пулюя Івана,123000,1482,82.4,7,12,2,Немає в цьому місті,ЖК Галицький Лев
Одеса,Пересипський,вул. Академіка Заболотного,20000,588,34.0,1,10,1,Немає в цьому місті,Не ЖК
Львів,Шевченківський,вул. Малоголосківська,84000,1953,43.0,5,10,1,Немає в цьому місті,ЖК Малоголосківські пагорби
Львів,Шевченківський,ул. Малоголосківська,84000,1953,43.0,5,10,1,Немає в цьому місті,ЖК Малоголосківські пагорби
Ужгород,БАМ,"ул. Миколи Амосова(Грибоєдова), 7Б",70000,1842,38.0,1,5,1,Немає в цьому місті,ЖК ECOtown
Хмельницький,Виставка,"Старокостянтинівське шоссе, 8/1",47000,839,55.6,1,5,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"ул. Миколи Сингаївського(Новооскольська), 23",42000,977,42.8,6,6,1,Немає в цьому місті,ЖК Дубовий Гай
Одеса,Приморський,"ул. Каманіна, 16А/2",67900,1415,48.0,17,25,1,Немає в цьому місті,ЖК Тридцять друга перлина
Одеса,Приморський,ул. Утьосова,26000,893,29.1,3,3,1,Немає в цьому місті,Не ЖК
Стрижавка,Не відомо,ул. Київська,42500,759,56.0,2,5,2,Немає в цьому місті,ЖК Кемпінг Сіті
Черкаси,Придніпровський,"ул. Різдвяна, 57/1",36000,783,46.0,5,5,2,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,ул. Миколи Сингаївського(Новооскольська),32000,870,36.8,2,5,1,Немає в цьому місті,Не ЖК
Дніпро,Індустріальний,просп. Миру,70000,972,71.7,8,16,1,Не вказано,Не ЖК
Одеса,Київський,ул. Академіка Корольова,38000,731,52.0,3,5,2,Немає в цьому місті,Не ЖК
Хмельницький,Озерна,"ул. Лісогринівецька, 36А",52000,768,67.7,2,10,2,Немає в цьому місті,ЖК Новобудова
Івано-Франківськ,Пасічна,ул. Целевича Юліана,56000,1273,44.1,1,9,1,Немає в цьому місті,ЖК Квартал Різдвяний
Харків,Немишлянський,"ул. Ньютона, 100А",80000,714,112.0,9,9,2,Палац спорту,ЖК Ньютона
Миколаїв,Інгульський,"ул. 28 Армії, 10",24000,407,59.0,5,5,3,Немає в цьому місті,Не ЖК
Одеса,Пересипський,"ул. Владислава Бувалкіна(Генерала Бочарова), 75",55000,881,62.4,5,10,3,Немає в цьому місті,Не ЖК
Миколаїв,Центральний,ул. Садова (Центр),115000,1065,108.0,4,9,3,Немає в цьому місті,Не ЖК
Київ,Голосіївський,"ул. Тарасівська, 29",244385,3106,77.9,2,5,3,Олімпійська,Не ЖК
Миколаїв,Центральний,ул. Велика Морська,20500,488,42.0,2,5,2,Немає в цьому місті,Не ЖК
Миколаїв,Центральний,просп. Центральний,68900,830,83.0,3,9,3,Немає в цьому місті,Не ЖК
Київ,Голосіївський,"вул. Тарасівська, 29",244385,3106,77.9,2,5,3,Олімпійська,Не ЖК
Миколаїв,Центральний,вул. Велика Морська,20500,488,42.0,2,5,2,Немає в цьому місті,Не ЖК
Миколаїв,Центральний,просп. Центральний,68900,830,83.0,3,9,3,Немає в цьому місті,Не ЖК
Київ,Подільський,"вул. Набережно-Рибальська, 9",220000,3014,70.9,3,9,2,Контрактова площа,Не ЖК
Івано-Франківськ,Центр,вул. Заклинських,27900,775,36.4,4,5,1,Немає в цьому місті,Не ЖК
Одеса,Київський,"вул. Люстдорфська дорога, 140/1",78000,867,92.0,5,6,2,Немає в цьому місті,ЖК Стрекоза
Вінниця,Замостянський,"вул. Академіка Янгеля, 54",68000,1266,53.7,3,16,2,Немає в цьому місті,ЖК Дім на Янгеля
Вінниця,Не відомо,"вул. Київська, 29",175000,1458,120.0,3,12,2,Немає в цьому місті,Не ЖК
Одеса,Не відомо,мас. Радужний,66000,1015,65.1,16,16,2,Немає в цьому місті,ЖК Райдужний
Софіївська Борщагівка,Не відомо,"просп. Героїв Небесної Сотні, 18/6",65000,1477,44.0,1,9,1,Немає в цьому місті,ЖК У-Квартал
Одеса,Пересипський,вул. Палія Семена,27000,558,48.4,10,10,2,Немає в цьому місті,Не ЖК
Кривий Ріг,Покровський,"вул. Армавірська, 1",6000,200,29.65,3,5,1,Немає в цьому місті,Не ЖК
Миколаїв,Заводський,вул. Дмитрієва,10000,253,39.5,1,1,2,Немає в цьому місті,Не ЖК
Одеса,Не відомо,мас. Радужний,40500,964,40.2,15,16,1,Немає в цьому місті,ЖК Райдужний
Київ,Голосіївський,вул. Докії Гуменної(Юрія Смолича),57000,1477,36.6,9,9,1,Не вказано,Не ЖК
Київ,Шевченківський,"вул. Герцена, 17/25",220000,1712,128.5,6,14,3,Не вказано,Не ЖК
Київ,Подільський,"вул. Івана Виговського(Маршала Гречка), 42",63000,1465,43.0,9,26,1,Нивки,ЖК Варшавський Плюс
Буча,Не відомо,"бул. Леоніда Бірюкова, 2А",295000,1180,100.9,16,18,3,Немає в цьому місті,ЖК Гранд Бурже
Одеса,Київський,"вул. Геранієва, 8",38500,1242,31.1,10,14,1,Немає в цьому місті,ЖК Пространство на Гераневій (комерція)
Харків,Київський,"Салтівське шосе, 155/93",40000,685,58.4,2,9,3,Не вказано,Не ЖК
Харків,Київський,"Салтівське шосе, 155/93",40000,685,58.4,2,9,3,Не вказано,Не ЖК
Софіївська Борщагівка,Не відомо,"вул. Райдужна, 145",47000,1270,37.0,5,6,1,Немає в цьому місті,Не ЖК
Одеса,Київський,"просп. Небесної Сотні, 32",24000,836,28.7,1,9,1,Немає в цьому місті,Не ЖК
Раухівка,Не відомо,"вул. Гвардійська, 58",10000,187,53.5,4,5,2,Немає в цьому місті,Не ЖК
Київ,Дніпровський,"вул. Регенераторна, 4 корпус 3",83000,1840,45.1,6,13,1,Не вказано,ЖК Комфорт Таун
Ірпінь,Не відомо,"вул. Виговського, 2Д/5",39000,807,48.3,7,16,1,Немає в цьому місті,Не ЖК
Дніпро,Самарський,"вул. Роторна, 25",17900,577,31.0,5,5,1,Не вказано,Не ЖК
Київ,Голосіївський,"вул. Лобановського, 150В",95000,1919,49.5,13,19,1,Деміївська,ЖК Ново-Деміївський
Харків,Холодногірський,"пров. Черновський, 1",22000,667,33.1,7,9,1,Холодна гора,Не ЖК
Буча,Не відомо,"бул. Леоніда Бірюкова, 9",46000,898,51.2,6,10,2,Немає в цьому місті,ЖК Модуль
Вінниця,Ленінський,"просп. Юності, 17",44800,998,44.9,5,5,2,Немає в цьому місті,Не ЖК
Київ,Дарницький,"вул. Осокорська, 2А",74000,1758,42.1,6,26,1,Славутич,ЖК Зарічний
Южноукраїнськ,Не відомо,"бул. Шевченка, 12",54000,783,69.4,7,9,3,Немає в цьому місті,Не ЖК
Чайки (Бучанський),Не відомо,"вул. Валерія Лобановського, 28",84999,977,87.0,10,12,2,Немає в цьому місті,Не ЖК
Івано-Франківськ,Бам,"вул. Виноградна, 175А",47200,831,56.77,1,10,2,Немає в цьому місті,ЖК Козацький
Буча,Не відомо,"бул. Леоніда Бірюкова, 2А",67500,1144,58.8,3,18,2,Немає в цьому місті,ЖК Гранд Бурже
Львів,Сихівський,"вул. Демнянська, 18",66000,946,69.8,7,9,3,Немає в цьому місті,Не ЖК
Лиманка,Не відомо,мас. Райдужний,29000,659,43.6,10,16,1,Немає в цьому місті,Не ЖК
Одеса,Приморський,"вул. Дюківська, 5",55000,1196,46.9,14,16,1,Немає в цьому місті,ЖК «Нагорний»
Київ,Дніпровський,"вул. Андрія Аболмасова(Панельна), 4",140000,2229,62.8,18,25,2,Лівобережна,ЖК Friendly House
Київ,Шевченківський,"вул. Богдана Хмельницького, 58А",370000,3112,118.9,15,19,3,Університет,"ЖК вул. Богдана Хмельницького, 58а"
Одеса,Приморський,"вул. Каманіна, 16А",115000,2212,52.0,25,25,1,Немає в цьому місті,ЖК Сорок третя перлина
Хмельницький,Виставка,"вул. Панаса Мирного, 11",57000,1192,47.8,1,9,1,Немає в цьому місті,ЖК Golden Dream
Одеса,Київський,мас. Радужний,36000,837,43.0,13,16,1,Немає в цьому місті,Не ЖК
Вінниця,Не відомо,вул. Костя Широцького,32650,795,41.06,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33620,795,42.28,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33461,795,42.08,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,34042,795,42.81,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33517,795,42.15,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33199,795,41.75,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,40332,795,50.72,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,51408,795,64.65,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,34081,795,42.86,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,32897,795,41.37,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,39815,795,50.07,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33692,795,42.37,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33549,795,42.19,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,33175,795,41.72,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,51448,795,64.7,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,36197,795,45.52,1,10,1,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,51408,795,64.65,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,55376,795,69.64,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,51408,795,64.65,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,52180,795,65.62,2,10,2,Немає в цьому місті,ЖК Староміський
Вінниця,Не відомо,вул. Костя Широцького,34487,795,43.37,1,10,1,Немає в цьому місті,ЖК Староміський
Київ,Дніпровський,вул. Каховська,39500,1129,35.0,26,26,1,Не вказано,Не ЖК
Тернопіль,Аляска,"вул. Овочева, 9",61000,822,74.2,2,11,2,Немає в цьому місті,ЖК вул. Овочева
Одеса,Хаджибейський,"вул. Варненська, 7/3",28000,560,48.6,7,9,2,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,вул. Академіка Янгеля,64900,1082,60.0,11,12,2,Немає в цьому місті,ЖК Династія
Петропавлівська Борщагівка,Не відомо,вул. Садова,55000,1375,39.9,7,8,1,Немає в цьому місті,Не ЖК
Одеса,Київський,"вул. Перлинна, 9",85000,1034,82.2,5,19,3,Немає в цьому місті,Не ЖК
Київ,Голосіївський,"вул. Академіка Заболотного, 1Б",90000,2045,44.4,26,34,1,Теремки,ЖК Метрополіс
Дніпро,Шевченківський,"вул. Володимира Мономаха, 29А",70000,686,101.8,1,5,2,Не вказано,Не ЖК
Дніпро,Соборний,"вул. Мандриківська, 171",35000,780,44.9,6,10,2,Не вказано,Не ЖК
Київ,Голосіївський,"вул. Саксаганського, 37К",240000,3810,62.9,11,30,1,Олімпійська,ЖК Royal Tower
Київ,Шевченківський,"вул. Данила Щербаківського(Щербакова), 52",88000,838,105.3,10,20,3,Не вказано,ЖК Перлина Нивок
Київ,Дніпровський,"вул. Ованеса Туманяна, 1А",100000,1805,55.4,3,17,1,Лівобережна,"ЖК вул. Туманяна, 1а"
Київ,Голосіївський,"вул. Васильківська, 2",62000,1416,43.8,2,9,1,Голосіївська,Не ЖК
Житомир,Корольовский,пров. Вокзальний,41600,650,64.0,5,5,3,Немає в цьому місті,Не ЖК
Ірпінь,Не відомо,"вул. Давидчука, 42",35000,1029,34.0,0,5,1,Немає в цьому місті,ЖК Талісман
Ірпінь,Не відомо,"вул. Григорія Сковороди, 13/6",42000,820,51.2,6,9,1,Немає в цьому місті,ЖК Синергія 3+
Біла Церква,Леваневського,"вул. Чорних Запорожців(Леваневського), 28",90000,1184,74.1,10,12,3,Немає в цьому місті,Не ЖК
Київ,Дніпровський,"вул. Дмитра Багалія(Пожарського), 9",50000,1111,45.1,5,5,2,Дарниця,Не ЖК
Одеса,Київський,"вул. Толбухіна, 135А",83000,1184,70.1,8,25,2,Немає в цьому місті,ЖК Омега
Рівне,Не відомо,"вул. Олени Теліги, 63",89300,950,94.0,3,9,3,Немає в цьому місті,ЖК Europa Haus
Рівне,Не відомо,"вул. Олени Теліги, 63",97170,1025,94.8,2,9,2,Немає в цьому місті,ЖК Europa Haus
Львів,Не відомо,"вул. В'ячеслава Липинського, 56",58726,1410,41.65,1,8,1,Немає в цьому місті,ЖК City House
Чернівці,Не відомо,вул. Сторожинецька,62900,850,74.0,3,10,3,Немає в цьому місті,ЖК Акварелі Проспекту
Чернівці,Не відомо,вул. Сторожинецька,53200,950,56.0,2,10,2,Немає в цьому місті,ЖК Акварелі Проспекту
Чернівці,Не відомо,вул. Сторожинецька,35100,1000,35.1,1,10,1,Немає в цьому місті,ЖК Акварелі Проспекту
Чернівці,Не відомо,вул. Сторожинецька,77520,850,91.2,3,10,3,Немає в цьому місті,ЖК Акварелі Проспекту
