City,Region,Address,Price(USD),Price for square metre(USD),Total area(m²),Floor,Num of floors,Num of rooms,Subway,Apartment complex
Вінниця,Ленінський,вул. Тимофіївська,88000,1364,64.5,6,8,2,Немає в цьому місті,Не ЖК
Тернопіль,Аляска,"вул. Володимира Великого, 9В",60000,638,94.0,8,10,3,Немає в цьому місті,"ЖК вул. Володимира Великого, 9"
Київ,Шевченківський,"вул. Олешківська(Орловська), 15",45000,1286,35.0,10,16,1,Сирець,Не ЖК
Харків,Немишлянський,"вул. Дизельна, 14",40000,606,66.0,2,6,3,Захисників України,Не ЖК
Вінниця,Староміський,вул. Ярмоли Мелешка,40500,1350,30.0,1,4,1,Немає в цьому місті,Не ЖК
Івано-Франківськ,Центр,вул. Княгинин,31500,755,41.7,7,12,1,Немає в цьому місті,Не ЖК
Миколаїв,Заводський,вул. Заводська,27000,587,46.0,3,3,2,Немає в цьому місті,Не ЖК
Івано-Франківськ,Бам,вул. Бастіонна,64000,719,89.0,9,10,3,Немає в цьому місті,ЖК Містечко Козацьке
Бровари,Розвилка,"вул. Ярослава Мудрого, 28",62000,1000,62.0,11,17,2,Немає в цьому місті,"ЖК вул. Ярослава Мудрого (Кірова), 28"
Вінниця,Староміський,"вул. Марії Приймаченко(Покришкіна), 8Г",56000,1143,49.0,2,12,1,Немає в цьому місті,ЖК Європейський квартал
Вінниця,Замостянський,вул. Академіка Янгеля,38500,856,45.0,11,11,1,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,"вул. Стрілецька, 31А",23900,1258,19.0,5,5,1,Немає в цьому місті,Не ЖК
Рівне,Проспект,"просп. Миру, 24",26000,897,29.0,5,5,1,Немає в цьому місті,Не ЖК
Кропивницький,Подільський,вул. Полтавська,50999,1000,51.0,5,9,2,Немає в цьому місті,Не ЖК
Петропавлівська Борщагівка,Не відомо,"вул. Борщагівська, 30А корпус 6",197000,995,198.6,5,5,4,Немає в цьому місті,ЖК Петропавлівський
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",34240,800,42.8,1,10,1,Немає в цьому місті,ЖК Козацький
Кам'янське,Південний,"вул. Вадима Пузирьова(Менделєєва), 8",21500,294,73.2,1,4,3,Немає в цьому місті,Не ЖК
Київ,Дніпровський,"вул. Алма-Атинська, 111",57000,877,63.9,4,4,2,Не вказано,Не ЖК
Івано-Франківськ,Не відомо,вул. Княгинин,39000,780,50.0,13,14,1,Немає в цьому місті,Не ЖК
Чернігів,Деснянський,"вул. Котляревського, 3",54800,809,67.7,4,10,3,Немає в цьому місті,Не ЖК
Львів,Шевченківський,"вул. Городницька, 9",260000,1818,143.0,8,9,5,Немає в цьому місті,ЖК Парус Life
Вінниця,Ленінський,вул. Костянтина Василенка,45000,1023,44.0,1,11,1,Немає в цьому місті,Не ЖК
Бориспіль,Не відомо,"вул. Головатого, 87А",47700,1163,41.0,4,5,2,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,вул. Академіка Янгеля,42000,1050,40.0,11,11,1,Немає в цьому місті,Не ЖК
Рівне,Щасливе,"вул. Студентська, 34А",58900,1399,42.1,6,6,1,Немає в цьому місті,"ЖК На Щасливому, будинок 30"
Вовчинець,Не відомо,"вул. Європейська, 2 корпус 1",105998,835,127.1,9,9,4,Немає в цьому місті,Не ЖК
Житомир,Богунський,просп. Миру,50000,694,72.0,8,9,3,Немає в цьому місті,Не ЖК
Тернопіль,Східний,вул. Довженка Олександра,41700,600,69.5,6,9,2,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. 600-річчя,40000,690,58.0,4,5,3,Немає в цьому місті,Не ЖК
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",50310,780,64.5,2,10,2,Немає в цьому місті,ЖК Козацький
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",62946,780,80.7,3,10,3,Немає в цьому місті,ЖК Козацький
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",51360,800,64.2,2,10,2,Немає в цьому місті,ЖК Козацький
Тернопіль,Центр,вул. Гайова,56550,650,87.0,5,5,3,Немає в цьому місті,Не ЖК
Бохоники,Не відомо,"вул. Миколаївська, 16",78000,1228,63.5,2,4,2,Немає в цьому місті,Не ЖК
Кам'янське,Заводський,"вул. Медична, 3",34000,393,86.5,3,5,4,Немає в цьому місті,Не ЖК
Житомир,Богунський,"вул. Небесної сотні, 41",71500,1100,65.0,5,10,3,Немає в цьому місті,Не ЖК
Крюківщина,Не відомо,"вул. Богуславська, 1",44000,719,61.2,9,10,2,Немає в цьому місті,ЖК Благород
Кривий Ріг,Покровський,"вул. Січеславська(Кремлівська), 25",22700,311,72.9,4,4,2,Немає в цьому місті,Не ЖК
Кропивницький,Фортечний,"пров. Училищний, 2",65000,1121,58.0,3,4,3,Немає в цьому місті,Не ЖК
Минай,Не відомо,вул. Августина Волошина,75000,755,99.4,4,5,3,Немає в цьому місті,ЖК Волошина
Березина,Не відомо,вул. Райдужна,56000,753,74.38,2,6,2,Немає в цьому місті,Не ЖК
Миколаїв,Заводський,вул. Терасна,28000,378,74.0,3,3,3,Немає в цьому місті,Не ЖК
Житомир,Богунський,"пров. Вацківський, 9",30500,803,38.0,9,9,1,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,"вул. Євгенія Пікуса, 14",52000,1012,51.39,7,10,1,Немає в цьому місті,"ЖК вул. Євгенія Пікуса, 14"
Минай,Не відомо,"вул. Августина Волошина, 6В",97000,1169,83.0,4,5,2,Немає в цьому місті,ЖК Волошина
Чайки (Бучанський),Не відомо,"вул. Валерія Лобановського, 7",75000,907,82.7,2,16,3,Немає в цьому місті,ЖК Чайка
Хмельницький,Південно-Західний,Львівське шосе,60000,1064,56.4,7,10,1,Немає в цьому місті,ЖК ЛЬВІВСЬКИЙ
Здолбунів,Центр,вул. Незалежності,32000,825,38.8,4,5,2,Немає в цьому місті,Не ЖК
Розсошенці,Не відомо,вул. Джерельна,70900,1058,67.0,3,10,2,Немає в цьому місті,Не ЖК
Тернопіль,Аляска,бул. Вишневецького Дмитра,62000,668,92.8,1,7,3,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Андрія Первозванного,55500,1360,40.8,4,10,1,Немає в цьому місті,Не ЖК
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",61464,780,78.8,3,10,3,Немає в цьому місті,ЖК Козацький
Івано-Франківськ,Бам,"вул. Виноградна, ул. Виногр",34112,820,41.6,1,10,1,Немає в цьому місті,ЖК Козацький
Тернопіль,Новий світ,вул. Новий Світ,40000,620,64.5,9,9,2,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Єрусалимка,37500,1030,36.4,2,4,1,Немає в цьому місті,Не ЖК
Кам'янське,Південний,"вул. Гетьмана Сагайдачного(Черняховського), 65",13500,288,46.8,2,3,2,Немає в цьому місті,Не ЖК
Білогородка,Не відомо,"пров. Ювілейний, 4/3",95000,950,100.0,5,5,4,Немає в цьому місті,ЖК Білий Шоколад. City Lake
Київ,Дніпровський,"вул. Космічна, 12",55950,907,61.7,3,5,3,Чернігівська,Не ЖК
Вінниця,Ленінський,"просп. Юності, 16Б",78000,1660,47.0,5,12,1,Немає в цьому місті,ЖК Prestige Hall
Вінниця,Ленінський,"вул. Миколаївська, 17",75000,1282,58.5,3,4,2,Немає в цьому місті,Не ЖК
Тернопіль,Бам,"вул. Лепкого Богдана, 2А",43500,1058,41.1,4,9,1,Немає в цьому місті,ЖК Садове місто
Луцьк,40 мікрорайон,вул. Конякіна,62500,893,70.0,6,9,3,Немає в цьому місті,Не ЖК
Вінниця,Замостянський,вул. Стрілецька,47000,940,50.0,2,5,2,Немає в цьому місті,Не ЖК
Богданівці (Хмельницький),Не відомо,вул. Першотравнева,18500,336,55.0,5,5,2,Немає в цьому місті,Не ЖК
Вінниця,Ленінський,вул. Костянтина Василенка,44000,1007,43.7,10,11,1,Немає в цьому місті,Не ЖК
Дніпро,Новокодацький,"вул. Солідарності, 4",28500,983,29.0,2,3,1,Металургів,Не ЖК
Дніпро,Новокодацький,"вул. Солідарності, 4",38990,975,40.0,1,3,1,Металургів,Не ЖК
Подільськ,Не відомо,"вул. Кузовкова, 2",50000,684,73.1,5,5,4,Немає в цьому місті,Не ЖК
